,type,country,activity,species,month,fatal,gender,year,age
1040,Unprovoked,usa,Surfing,Unspecified,Jan,N,M,1986.0,22.0
1041,Unprovoked,usa,Surfing,Unspecified,,N,M,1986.0,16.0
1042,Unprovoked,south africa,Body boarding,White,Oct,N,M,1985.0,22.0
1043,Unprovoked,usa,Hookah diving for abalone,Unspecified,Oct,N,M,1985.0,46.0
1044,Invalid,usa,Swimming,Unspecified,Sep,,M,1985.0,17.0
1045,Invalid,usa,Wading,Unspecified,Aug,,M,1985.0,11.0
1046,Invalid,usa,Scuba diving,Unspecified,Aug,,M,1985.0,25.0
1047,Unprovoked,usa,Wading,Unspecified,Jul,N,F,1985.0,13.0
1048,Unprovoked,italy,Snorkeling,White,Jul,N,M,1985.0,13.0
1049,Unprovoked,australia,Free diving for scallops,White,Mar,Y,F,1985.0,33.0
1050,Unprovoked,usa,Scuba Diving for lobster (at surface),White,Feb,N,M,1985.0,29.0
1051,Unprovoked,south africa,Swimming,Unspecified,Jan,N,M,1985.0,15.0
1052,Unprovoked,south africa,Surfing,White,Jan,N,M,1985.0,18.0
1053,Unprovoked,south africa,Spearfishing,White,Jan,N,M,1985.0,34.0
1054,Provoked,south africa,Spearfishing,Unspecified,Jan,N,M,1985.0,20.0
1055,Unprovoked,australia,Sailing on catamaran & fell into the water,Tiger,Nov,Y,M,1984.0,16.0
1056,Invalid,usa,Swimming,Unspecified,Oct,,M,1984.0,22.0
1057,Unprovoked,usa,Surfing or body surfing,Unspecified,Oct,N,F,1984.0,23.0
1058,Invalid,usa,Wading,Unspecified,Oct,,F,1984.0,25.0
1059,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1984.0,15.0
1060,Unprovoked,usa,Surfing (sitting on his board),White,Sep,N,M,1984.0,25.0
1061,Unprovoked,usa,Surfing,Unspecified,Sep,N,M,1984.0,16.0
1062,Unprovoked,usa,Skindiving,White,Sep,Y,M,1984.0,28.0
1063,Unprovoked,usa,Swimming,Unspecified,Jul,N,F,1984.0,18.0
1064,Invalid,south africa,Spearfishing,Unspecified,Jul,,M,1984.0,21.0
1065,Unprovoked,south africa,Surfing,White,Jun,N,M,1984.0,27.0
1066,Unprovoked,usa,Towing her sister on plastic ski board,Unspecified,Jun,N,F,1984.0,13.0
1067,Provoked,south africa,Scuba diving,Unspecified,Feb,N,M,1984.0,33.0
1068,Unprovoked,south africa,Swimming,Unspecified,Jan,N,M,1984.0,14.0
1069,Unprovoked,south africa,Swimming,Unspecified,Dec,N,M,1983.0,47.0
1070,Unprovoked,south africa,Spearfishing,White,Aug,N,M,1983.0,29.0
1071,Unprovoked,usa,Swimming,Unspecified,Aug,N,F,1983.0,14.0
1072,Unprovoked,usa,Diving,Bull,Aug,N,F,1983.0,22.0
1073,Sea Disaster,australia,Swimming from the New Venture ,Tiger,Jul,Y,F,1983.0,21.0
1074,Sea Disaster,australia,Swimming from the New Venture ,Tiger,Jul,Y,M,1983.0,24.0
1075,Sea Disaster,australia,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,Tiger,Jul,N,M,1983.0,28.0
1076,Unprovoked,usa,Windsurfing,Unspecified,Jul,N,F,1983.0,39.0
1077,Unprovoked,usa,Water-skiing,Unspecified,May,N,M,1983.0,21.0
1078,Unprovoked,south africa,Fishing,Unspecified,Apr,N,M,1983.0,27.0
1079,Unprovoked,south africa,Spearfishing,Unspecified,Mar,N,M,1983.0,17.0
1080,Unprovoked,south africa,Paddleskiing,Unspecified,Feb,N,M,1983.0,16.0
1081,Unprovoked,south africa,Spearfishing,White,Jan,N,M,1983.0,32.0
1082,Unprovoked,usa,Windsurfing,Unspecified,Oct,N,M,1982.0,26.0
1083,Unprovoked,south africa,Surfing,White,Sep,N,M,1982.0,16.0
1084,Unprovoked,usa,Surfing,Unspecified,Sep,N,M,1982.0,20.0
1085,Unprovoked,usa,Diving,White,Sep,N,M,1982.0,36.0
1086,Unprovoked,usa,Free diving for abalone from Zodiac (submerged),White,Sep,N,M,1982.0,28.0
1087,Invalid,usa,Surfing,Unspecified,Aug,,M,1982.0,17.0
1088,Invalid,south africa,Boogie boarding,Unspecified,Jul,,M,1982.0,20.0
1089,Unprovoked,south africa,Paddleskiing,White,Jul,N,M,1982.0,38.0
1090,Unprovoked,usa,Paddle Boarding,White,Jul,N,M,1982.0,26.0
1091,Unprovoked,usa,Swimming,Unspecified,Jul,N,M,1982.0,17.0
1092,Unprovoked,south africa,Surfing,White,Jun,Y,M,1982.0,27.0
1093,Unprovoked,usa,Swimming,Unspecified,Jun,N,M,1982.0,20.0
1094,Unprovoked,south africa,Swimming,Unspecified,Jan,N,M,1982.0,20.0
1095,Unprovoked,usa,Surfing,White,Dec,Y,M,1981.0,24.0
1096,Unprovoked,usa,Swimming,Unspecified,Oct,N,M,1981.0,19.0
1097,Unprovoked,usa,Swimming,Tiger,Sep,Y,M,1981.0,26.0
1098,Unprovoked,bahamas,Snorkeling on surface,Unspecified,Aug,N,M,1981.0,53.0
1099,Unprovoked,south africa,Surfing,Unspecified,Jul,N,M,1981.0,32.0
1100,Unprovoked,south korea,Shell diving,White,May,Y,F,1981.0,27.0
1101,Unprovoked,south africa,Surfing,Unspecified,May,N,M,1981.0,27.0
1102,Unprovoked,south africa,Surfing,Unspecified,May,N,M,1981.0,19.0
1103,Unprovoked,south africa,Surfing,Tiger,May,N,M,1981.0,24.0
1104,Unprovoked,usa,Standing / Wading,Bull,Mar,N,M,1981.0,19.0
1105,Unprovoked,usa,Surfing,Unspecified,Mar,N,M,1981.0,24.0
1106,Unprovoked,south africa,Swimming,Unspecified,Feb,N,M,1981.0,30.0
1107,Unprovoked,usa,Surfing,Unspecified,Feb,N,M,1981.0,15.0
1108,Unprovoked,australia,Surf-skiing,Tiger,,N,M,1981.0,27.0
1109,Unprovoked,south africa,Paddleskiing,Unspecified,,N,M,1980.0,25.0
1110,Unprovoked,reunion,Spearfishing,White,Nov,N,M,1980.0,22.0
1111,Unprovoked,usa,Surfing,White,Oct,N,M,1980.0,29.0
1112,Unprovoked,usa,Surfing,White,Oct,N,M,1980.0,19.0
1113,Unprovoked,usa,Standing,Unspecified,Jul,N,F,1980.0,22.0
1114,Unprovoked,south africa,Surfing,Unspecified,May,N,M,1980.0,22.0
1115,Unprovoked,mexico,Body surfing,Tiger,Apr,N,F,1980.0,13.0
1116,Unprovoked,south africa,Body boarding,White,Jan,N,M,1980.0,24.0
1117,Provoked,south africa,Spearfishing,Unspecified,Jan,N,M,1980.0,29.0
1118,Unprovoked,south africa,Swimming,Unspecified,Jan,N,M,1980.0,25.0
1119,Invalid,south africa,Spearfishing,Unspecified,,,M,1980.0,20.0
1120,Unprovoked,usa,Surfing,White,Nov,N,M,1979.0,20.0
1121,Provoked,south africa,Spearfishing,White,,N,M,1979.0,25.0
1122,Unprovoked,usa,Surfing,Unspecified,Mar,N,M,1979.0,27.0
1123,Unprovoked,south africa,"Surfing, collided with shark",Unspecified,Feb,N,M,1979.0,19.0
1124,Unprovoked,south africa,Spearfishing,White,Dec,Y,M,1978.0,23.0
1125,Unprovoked,south africa,Spearfishing,White,Sep,N,M,1978.0,27.0
1126,Unprovoked,south africa,Surfing,Unspecified,Jan,N,M,1978.0,17.0
1127,Unprovoked,south africa,Surfing,Tiger,Dec,N,M,1977.0,18.0
1128,Unprovoked,south africa,Spearfishing,White,Oct,N,M,1977.0,25.0
1129,Unprovoked,australia,Surfing,White,Aug,N,M,1977.0,17.0
1130,Unprovoked,usa,Free diving for abalone (surfacing),White,Aug,N,M,1977.0,20.0
1131,Provoked,usa,Spearfishing / Scuba diving,Bull,Jun,N,M,1977.0,27.0
1132,Unprovoked,usa,Hookah diving for abalone (submerged),White,Dec,N,M,1976.0,29.0
1133,Unprovoked,south africa,"Thrashing the water / imitating the shark victim from ""Jaws""",White,Nov,N,M,1976.0,19.0
1134,Unprovoked,usa,Surfing,Bull,Nov,N,M,1976.0,19.0
1135,Unprovoked,usa,Surfing,White,Oct,N,M,1976.0,25.0
1136,Unprovoked,south africa,Surfing,White,Oct,N,M,1976.0,20.0
1137,Unprovoked,usa,Surfing,Tiger,Sep,N,M,1976.0,15.0
1138,Unprovoked,usa,Surfing,White,Aug,N,M,1976.0,19.0
1139,Unprovoked,usa,Skindiving,Unspecified,Jun,N,M,1976.0,17.0
1140,Unprovoked,usa,Scuba diving & spearfishing,White,Dec,N,M,1975.0,27.0
1141,Unprovoked,south africa,Standing,Unspecified,Nov,N,M,1975.0,33.0
1142,Unprovoked,south africa,Surfing,White,Aug,N,M,1975.0,19.0
1143,Unprovoked,usa,Floating on a small orange raft ,Unspecified,Aug,N,M,1975.0,20.0
1144,Unprovoked,usa,Free diving for abalone,White,Aug,N,M,1975.0,44.0
1145,Unprovoked,australia,Scuba diving for abalone,White,Jul,Y,M,1975.0,37.0
1146,Unprovoked,usa,Scuba diving for abalone (at surface),White,Jul,N,M,1975.0,23.0
1147,Unprovoked,usa,Hookah diving for abalone,White,Jul,N,M,1975.0,34.0
1148,Unprovoked,usa,Swimming,Unspecified,Jul,N,F,1975.0,14.0
1149,Unprovoked,usa,Swimming ,Unspecified,Jun,N,M,1975.0,18.0
1150,Unprovoked,south africa,Surfing,Unspecified,Feb,N,M,1975.0,16.0
1151,Unprovoked,australia,Swimming underwater from crayfish cage to a fishing bait,White,Feb,Y,M,1975.0,12.0
1152,Unprovoked,usa,Surfing,White,Sep,N,M,1974.0,17.0
1153,Unprovoked,usa,Hookah diving for abalone,White,Sep,N,M,1974.0,29.0
1154,Unprovoked,israel,Swimming,Unspecified,Sep,N,F,1974.0,20.0
1155,Unprovoked,usa,Scuba diving (but on surface),White,Sep,N,M,1974.0,41.0
1156,Unprovoked,usa,Scuba diving (but on surface),White,Sep,N,M,1974.0,48.0
1157,Unprovoked,usa,Surfing,White,Sep,N,M,1974.0,24.0
1158,Unprovoked,usa,Free diving (but on surface),White,May,N,M,1974.0,45.0
1159,Unprovoked,south africa,Spearfishing,Unspecified,Apr,N,M,1974.0,22.0
1160,Unprovoked,south africa,Surfing,Unspecified,Apr,N,M,1974.0,17.0
1161,Unprovoked,south africa,Surfing,Unspecified,Mar,N,M,1974.0,21.0
1162,Unprovoked,south africa,Swimming,Unspecified,Jan,N,M,1974.0,33.0
1163,Unprovoked,bahamas,"Free diving, Spearfishing",Bull,Sep,N,M,1973.0,11.0
1164,Unprovoked,mexico,"Free diving, Spearfishing",White,Sep,Y,M,1973.0,37.0
1165,Unprovoked,south africa,Spearfishing,Unspecified,Mar,N,M,1973.0,26.0
1166,Unprovoked,mozambique,Swimming,Unspecified,Dec,N,M,1972.0,25.0
1167,Unprovoked,usa,Surfing,Unspecified,Jun,N,M,1972.0,22.0
1168,Unprovoked,usa,Free diving for abalone,White,May,N,M,1972.0,32.0
1169,Unprovoked,australia,Surfing,Unspecified,Feb,N,M,1972.0,18.0
1170,Unprovoked,south africa,Sitting in shallows,Unspecified,Jan,N,F,1972.0,30.0
1171,Unprovoked,mozambique,Standing,White,Jan,N,M,1972.0,24.0
1172,Unprovoked,south africa,Swimming,White,Dec,N,F,1971.0,16.0
1173,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1971.0,18.0
1174,Unprovoked,south africa,Swimming,Unspecified,Oct,N,M,1971.0,25.0
1175,Unprovoked,usa,Scuba diving,White,Oct,N,M,1971.0,30.0
1176,Unprovoked,croatia,Swimming,White,Sep,Y,M,1971.0,34.0
1177,Provoked,australia,Scuba diving & feeding fish,Grey,Aug,N,M,1971.0,26.0
1178,Unprovoked,south africa,Surfing,White,Jun,N,M,1971.0,21.0
1179,Unprovoked,south africa,Swimming,White,Apr,Y,M,1971.0,50.0
1180,Unprovoked,new zealand,Surfing,White,Mar,N,M,1971.0,16.0
1181,Unprovoked,micronesia,Diving,Unspecified,Sep,N,M,1970.0,43.0
1182,Provoked,south africa,Scuba Diving,Unspecified,Jun,N,M,1970.0,25.0
1183,Unprovoked,usa,Free diving for abalone,White,Sep,N,M,1969.0,53.0
1184,Unprovoked,usa,Body surfing,Unspecified,Aug,N,M,1969.0,13.0
1185,Provoked,usa,Diving,Unspecified,May,N,M,1969.0,23.0
1186,Unprovoked,usa,Surfing,White,Mar,N,M,1969.0,16.0
1187,Provoked,australia,Fishing,Unspecified,Feb,N,M,1969.0,49.0
1188,Provoked,australia,Feeding mullet to sharks,Grey,Dec,N,M,1968.0,27.0
1189,Unprovoked,new zealand,Surfing,White,Dec,N,M,1968.0,17.0
1190,Unprovoked,new zealand,Spearfishing,White,Sep,Y,M,1968.0,24.0
1191,Unprovoked,columbia,Dynamite fishing,Unspecified,Aug,N,M,1968.0,18.0
1192,Unprovoked,usa,Free diving,White,Jul,N,M,1968.0,25.0
1193,Unprovoked,usa,Spearfishing using Scuba,Unspecified,Jul,N,M,1968.0,33.0
1194,Invalid,usa,Wading,Unspecified,Apr,,M,1968.0,63.0
1195,Unprovoked,south africa,Wading & pushing dinghy toward  the shallows,Unspecified,Mar,N,M,1968.0,35.0
1196,Invalid,usa,Treading water,Unspecified,Mar,,M,1968.0,28.0
1197,Unprovoked,australia,Spearfishing,Unspecified,Feb,N,M,1968.0,26.0
1198,Unprovoked,south africa,Surfing,Unspecified,Dec,N,M,1967.0,22.0
1199,Unprovoked,usa,Standing on sandbar,Unspecified,Oct,N,M,1967.0,19.0
1200,Provoked,usa,Pulling shark from the water,Unspecified,Aug,N,M,1967.0,24.0
1201,Unprovoked,australia,"Spearfishing, dived to pick up a float line",White,Aug,Y,M,1967.0,23.0
1202,Invalid,australia,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),Unspecified,Aug,,M,1967.0,19.0
1203,Unprovoked,usa,Spearfishing,Unspecified,Aug,N,M,1967.0,15.0
1204,Unprovoked,bahamas,Photographing sharks underwater using Scuba,Unspecified,Aug,N,M,1967.0,41.0
1205,Provoked,usa,Spearfishing,Unspecified,Jun,N,M,1967.0,26.0
1206,Unprovoked,south africa,Spearfishing,White,Mar,N,M,1967.0,32.0
1207,Provoked,australia,Spearfishing,Grey,Mar,N,M,1967.0,36.0
1208,Unprovoked,new zealand,Lifesaving drill,White,Mar,Y,M,1967.0,21.0
1209,Unprovoked,papua new guinea,Swimming,Unspecified,Oct,Y,F,1966.0,13.0
1210,Unprovoked,papua new guinea,Bathing,Unspecified,Oct,Y,F,1966.0,8.0
1211,Unprovoked,australia,"Free diving, carrying speargun",Unspecified,Sep,N,M,1966.0,32.0
1212,Unprovoked,australia,Spearfishing,Unspecified,Sep,N,M,1966.0,43.0
1213,Unprovoked,new britain,Swimming,Unspecified,Aug,Y,F,1966.0,13.0
1214,Unprovoked,new britain,Diving into water,Unspecified,Aug,Y,F,1966.0,9.0
1215,Invalid,usa,Spearfishing on Scuba,Unspecified,Aug,,M,1966.0,26.0
1216,Unprovoked,usa,Wading,Unspecified,Aug,N,M,1966.0,8.0
1217,Provoked,usa,Killing a shark,Unspecified,Jul,N,M,1966.0,34.0
1218,Invalid,usa,Free diving,Unspecified,Jul,,M,1966.0,46.0
1219,Provoked,usa,Clamming,Unspecified,Jun,N,M,1966.0,15.0
1220,Provoked,usa,Fishing,Unspecified,Jun,N,M,1966.0,18.0
1221,Unprovoked,usa,Swimming,Unspecified,Jun,N,M,1966.0,18.0
1222,Invalid,usa,Spearfishing / Scuba diving,Unspecified,May,,M,1966.0,24.0
1223,Unprovoked,australia,Treading water,White,Feb,N,M,1966.0,13.0
1224,Provoked,south africa,Helping men land a shark,Unspecified,Jan,N,M,1966.0,33.0
1225,Unprovoked,usa,Free diving / spearfishing (resting on the surface),White,Jan,N,M,1966.0,29.0
1226,Unprovoked,south africa,Standing,Unspecified,Jan,N,M,1966.0,16.0
1227,Unprovoked,south africa,Body surfing,Unspecified,Jan,N,M,1966.0,15.0
1228,Unprovoked,usa,Swimming,Unspecified,Jan,N,M,1966.0,35.0
1229,Invalid,usa,Walking,Unspecified,,,F,1966.0,15.0
1230,Unprovoked,australia,Surfing,Grey,Nov,N,M,1965.0,24.0
1231,Invalid,usa,Surfing,Unspecified,Apr,,M,1965.0,19.0
1232,Unprovoked,usa,Spearfishing,White,Apr,N,M,1965.0,28.0
1233,Unprovoked,palau,Walking on reef,Tiger,Apr,N,M,1965.0,8.0
1234,Unprovoked,usa,Paddling on surfboard,Unspecified,Apr,N,M,1965.0,17.0
1235,Unprovoked,usa,Free diving,Unspecified,Mar,N,M,1965.0,16.0
1236,Unprovoked,south africa,Treading water,Unspecified,Feb,N,M,1965.0,25.0
1237,Unprovoked,usa,Scuba diving,Unspecified,Feb,N,M,1965.0,18.0
1238,Unprovoked,south africa,Paddling rescue ski,White,Jan,N,M,1965.0,22.0
1239,Unprovoked,south africa,Swimming,Unspecified,Dec,N,M,1964.0,19.0
1240,Unprovoked,papua new guinea,"Canoe swamped, swimming back to canoe",Unspecified,Dec,N,M,1964.0,28.0
1241,Unprovoked,australia,Free diving with seals,White,Nov,N,M,1964.0,25.0
1242,Unprovoked,australia,"Surfing, but swimming to his board",Grey,Oct,N,M,1964.0,19.0
1243,Unprovoked,taiwan,Swimming,Unspecified,Sep,N,M,1964.0,20.0
1244,Unprovoked,mexico,Floating on his back in an inner tube,Unspecified,Aug,N,M,1964.0,19.0
1245,Invalid,usa,Spearfishing / free diving,Unspecified,Aug,,M,1964.0,18.0
1246,Unprovoked,usa,Spearfishing using scuba,Unspecified,Aug,N,M,1964.0,28.0
1247,Invalid,usa,Attempting to swim across the Atlantic Ocean,Unspecified,Jun,,F,1964.0,29.0
1248,Invalid,south africa,Swimming,Unspecified,Jun,,M,1964.0,40.0
1249,Unprovoked,fiji,Spearfishing,Tiger,May,Y,M,1964.0,35.0
1250,Unprovoked,usa,Skin diving ,Unspecified,Mar,N,M,1964.0,38.0
1251,Unprovoked,new zealand,Spearfishing,White,Feb,N,M,1964.0,26.0
1252,Unprovoked,south africa,Body boarding,White,Feb,N,M,1964.0,25.0
1253,Unprovoked,new zealand,Swimming,White,Feb,Y,M,1964.0,19.0
1254,Invalid,australia,Swimming,Unspecified,Feb,,M,1964.0,23.0
1255,Unprovoked,usa,Spearfishing / Scuba diving (at surface),White,Jan,N,M,1964.0,21.0
1256,Unprovoked,south africa,Standing,Unspecified,Dec,N,F,1963.0,20.0
1257,Unprovoked,south africa,Swimming ,Unspecified,Dec,N,M,1963.0,24.0
1258,Provoked,south africa,Helping friend land hooked shark,Unspecified,Dec,N,M,1963.0,13.0
1259,Unprovoked,south africa,Splashing in surf,Unspecified,Dec,Y,M,1963.0,15.0
1260,Unprovoked,australia,Spearfishing,White,Dec,N,M,1963.0,23.0
1261,Unprovoked,new zealand,Treading water while alongside capsized yacht,Unspecified,Nov,N,M,1963.0,20.0
1262,Provoked,papua new guinea,Fishing / standing in waist deep water,Tiger,Nov,N,F,1963.0,18.0
1263,Unprovoked,fiji,Fishing,Tiger,Nov,N,F,1963.0,21.0
1264,Unprovoked,palau,Fishing,Unspecified,Nov,N,M,1963.0,35.0
1265,Unprovoked,usa,"Surf fishing, wading ",Unspecified,Oct,N,M,1963.0,28.0
1266,Unprovoked,solomon islands,Spearing fish,Unspecified,Sep,Y,M,1963.0,30.0
1267,Provoked,australia,Surfing,Unspecified,Sep,N,M,1963.0,18.0
1268,Provoked,usa,"Spearfishing, pulled sharks tail",Unspecified,Sep,N,M,1963.0,16.0
1269,Unprovoked,federated states of micronesia,Spearfishing,Tiger,Jul,N,M,1963.0,26.0
1270,Unprovoked,greece,Swimming,White,Jun,Y,F,1963.0,42.0
1271,Provoked,papua new guinea,Fishing,Unspecified,Jun,N,M,1963.0,30.0
1272,Unprovoked,usa,Swimming,Unspecified,Apr,Y,M,1963.0,25.0
1273,Unprovoked,usa,Surfing ,Unspecified,Apr,N,M,1963.0,15.0
1274,Unprovoked,australia,Spearfishing,Unspecified,Feb,N,M,1963.0,18.0
1275,Unprovoked,fiji,Spearfishing,White,Feb,N,M,1963.0,28.0
1276,Unprovoked,australia,Wading,Bull,Jan,Y,F,1963.0,32.0
1277,Invalid,australia,Swimming,Unspecified,Jan,,M,1963.0,25.0
1278,Unprovoked,south africa,"Free diving, hunting crayfish",Unspecified,Jan,N,M,1963.0,27.0
1279,Unprovoked,south africa,Spearfishing,Unspecified,Jan,N,M,1963.0,24.0
1280,Unprovoked,australia,Spearfishing,White,Dec,Y,M,1962.0,16.0
1281,Unprovoked,usa,Spearfishing / Scuba diving (at surface),White,Nov,N,M,1962.0,24.0
1282,Unprovoked,mexico,Wading,Unspecified,Oct,Y,M,1962.0,32.0
1283,Unprovoked,british west indies,Spearfishing,Unspecified,Sep,N,M,1962.0,24.0
1284,Unprovoked,italy,Spearfishing with Scuba gear,White,Sep,Y,M,1962.0,28.0
1285,Provoked,papua new guinea,Fishing,Unspecified,Aug,N,M,1962.0,49.0
1286,Provoked,usa,Diving for abalone,Unspecified,Aug,N,M,1962.0,39.0
1287,Unprovoked,usa,Surf fishing in waist-deep water,Unspecified,Aug,Y,M,1962.0,40.0
1288,Unprovoked,usa,Standing,Unspecified,Aug,N,M,1962.0,24.0
1289,Provoked,usa,Fishing for albacore,Unspecified,Jul,N,M,1962.0,19.0
1290,Unprovoked,usa,Rolled off raft,Unspecified,Jun,N,M,1962.0,11.0
1291,Provoked,usa,"Scuba diving, attempting to catch a captive shark",Unspecified,Jun,N,M,1962.0,55.0
1292,Unprovoked,south africa,Wading,Unspecified,Apr,N,M,1962.0,13.0
1293,Unprovoked,papua new guinea,Swimming,Unspecified,Mar,Y,M,1962.0,10.0
1294,Unprovoked,south africa,Treading water,White,Feb,Y,M,1962.0,13.0
1295,Unprovoked,australia,Swimming,Unspecified,Feb,N,M,1962.0,35.0
1296,Unprovoked,new zealand,Splashing ,Unspecified,Jan,N,M,1962.0,18.0
1297,Invalid,south africa,"Fishing, slipped on rocks & fell into sea",Unspecified,Jan,,M,1962.0,40.0
1298,Unprovoked,usa,Spearfishing / Scuba diving (at surface),White,Jan,N,M,1962.0,29.0
1299,Unprovoked,australia,Surfing,Unspecified,Jan,N,M,1962.0,19.0
1300,Unprovoked,papua new guinea,Spearfishing,White,Jan,N,M,1962.0,24.0
1301,Unprovoked,new zealand,Surf fishing,Unspecified,Jan,N,F,1962.0,54.0
1302,Unprovoked,marshall islands,Fishing with hand net in 2' of water,Unspecified,Jan,N,M,1962.0,57.0
1303,Unprovoked,australia,Standing,Unspecified,Dec,Y,F,1961.0,18.0
1304,Unprovoked,australia,Standing,Unspecified,Dec,N,M,1961.0,24.0
1305,Unprovoked,south africa,Treading water,Unspecified,Dec,N,M,1961.0,18.0
1306,Provoked,australia,Spearfishing,Grey,Dec,N,M,1961.0,23.0
1307,Unprovoked,australia,"Surfing, pushing board ashore",Unspecified,Dec,Y,M,1961.0,22.0
1308,Unprovoked,australia,Swimming with other crew near wharf,Unspecified,Dec,N,M,1961.0,17.0
1309,Unprovoked,croatia,Swimming,White,Sep,Y,M,1961.0,19.0
1310,Unprovoked,usa,Swimming,White,Aug,N,M,1961.0,16.0
1311,Unprovoked,usa,Wading,White,Aug,N,M,1961.0,19.0
1312,Unprovoked,usa,"Net fishing, picking catch from the net",Unspecified,Aug,N,M,1961.0,38.0
1313,Provoked,usa,Spearfishing,Unspecified,Jul,N,M,1961.0,57.0
1314,Unprovoked,italy,Spearfishing,White,Jul,N,M,1961.0,21.0
1315,Unprovoked,usa,Free diving for abalone,White,May,N,M,1961.0,20.0
1316,Unprovoked,usa,Walking in chest-deep water,Unspecified,May,N,M,1961.0,52.0
1317,Invalid,usa,Splashing ,Unspecified,Apr,,M,1961.0,10.0
1318,Unprovoked,mozambique,Swimming,Unspecified,Apr,N,M,1961.0,37.0
1319,Unprovoked,australia,"Checking fish traps, fell into the water",Unspecified,Apr,N,M,1961.0,40.0
1320,Unprovoked,mozambique,"Swimming, using bundles of sticks as raft",Unspecified,Apr,Y,M,1961.0,38.0
1321,Unprovoked,australia,Swimming,Unspecified,Mar,N,M,1961.0,24.0
1322,Unprovoked,australia,Spearfishing,White,Mar,N,M,1961.0,21.0
1323,Unprovoked,north pacific ocean,Free diving,Grey,Mar,N,M,1961.0,33.0
1324,Unprovoked,south africa,"Spearfishing, shark grabbed his white t-shirt and towed him ",Unspecified,Feb,N,M,1961.0,27.0
1325,Unprovoked,south africa,Swimming,Unspecified,Feb,Y,M,1961.0,14.0
1326,Unprovoked,south africa,Swimming,White,Jan,N,M,1961.0,15.0
1327,Provoked,australia,Collecting aquarium specimens,Unspecified,Jan,N,M,1961.0,27.0
1328,Unprovoked,south africa,Standing,White,Jan,N,M,1961.0,13.0
1329,Unprovoked,south africa,Swimming,White,Dec,Y,M,1960.0,25.0
1330,Unprovoked,australia,"Fishing, when line became snagged on rock & he dived into water to free it ",Grey,Dec,,M,1960.0,33.0
1331,Unprovoked,australia,Swimming,Unspecified,Nov,,M,1960.0,41.0
1332,Provoked,usa,Holding shark on leader & dangling it above the water,Lemon,Aug,N,M,1960.0,15.0
1333,Provoked,usa,"Fishing, tossing netted shark onboard",Unspecified,Jul,N,M,1960.0,41.0
1334,Unprovoked,usa,Scuba diving,Unspecified,Jun,N,M,1960.0,39.0
1335,Unprovoked,bermuda,Free diving but treading water at surface,Unspecified,May,N,M,1960.0,25.0
1336,Unprovoked,usa,Swimming ,White,May,N,F,1960.0,16.0
1337,Unprovoked,south africa,Treading water,White,Apr,N,M,1960.0,16.0
1338,Unprovoked,usa,Skindiving for abalone (but at surface),White,Apr,N,M,1960.0,48.0
1339,Invalid,bermuda,Floating on a raft,Unspecified,Apr,,M,1960.0,21.0
1340,Unprovoked,australia,Surfing,White,Apr,N,M,1960.0,17.0
1341,Unprovoked,usa,Treading water,Unspecified,Mar,N,M,1960.0,42.0
1342,Unprovoked,australia,"Wading, fishing for flounder",Unspecified,Feb,N,M,1960.0,30.0
1343,Invalid,usa,Spearfishing,Unspecified,Feb,,M,1960.0,36.0
1344,Unprovoked,australia,Free diving,Bull,Jan,Y,M,1960.0,13.0
1345,Unprovoked,australia,Body surfing,Unspecified,Nov,N,M,1959.0,19.0
1346,Unprovoked,australia,Standing in chest-deep water,Unspecified,Nov,N,M,1959.0,17.0
1347,Unprovoked,australia,Trailing the field in a surf race,Unspecified,Nov,N,M,1959.0,19.0
1348,Unprovoked,usa,Swimming at surface through school of feeding 2.5' to 5 sharks,Unspecified,Nov,N,M,1959.0,21.0
1349,Unprovoked,usa,Diving for abalone,White,Oct,N,M,1959.0,30.0
1350,Unprovoked,fiji,Spearfishing,Tiger,Oct,N,M,1959.0,36.0
1351,Sea Disaster,usa,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",Unspecified,Sep,N,M,1959.0,30.0
1352,Invalid,philippines,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,Unspecified,Aug,,M,1959.0,10.0
1353,Unprovoked,japan,Swimming,Unspecified,Aug,Y,M,1959.0,13.0
1354,Unprovoked,usa,Spearfishing (but on surface),Unspecified,Jul,N,M,1959.0,25.0
1355,Unprovoked,usa,Free diving for abalone,White,Jun,Y,M,1959.0,33.0
1356,Unprovoked,usa,Treading water,White,May,Y,M,1959.0,18.0
1357,Unprovoked,usa,Spearfishing,Tiger,May,N,M,1959.0,19.0
1358,Unprovoked,south africa,Treading water,Unspecified,Feb,N,M,1959.0,14.0
1359,Unprovoked,australia,Working prawn net,Grey,Jan,N,M,1959.0,20.0
1360,Unprovoked,australia,In deep water about 100 yards from his ship,Unspecified,Jan,Y,M,1959.0,22.0
1361,Unprovoked,australia,"Surfing, but treading water",Unspecified,Jan,N,M,1959.0,17.0
1362,Unprovoked,south africa,Swimming,White,Jan,N,M,1959.0,18.0
1363,Unprovoked,usa,Surfing on air mattress,Tiger,Dec,Y,M,1958.0,15.0
